Reporting Period,Permissions,Chart Feature 1,Chart Feature 2,GBP Value,Ratio,Chart,Year
2017Q3,NA,Legal expenses,Ceded Claims Provisions,213988000,NA,Chart 4.2,2017
2017Q3,NA,Legal expenses,Ceded Premium Provisions,-10050000,NA,Chart 4.2,2017
2017Q3,NA,Legal expenses,Net Claims Provisions,184953000,NA,Chart 4.2,2017
2017Q3,NA,Legal expenses,Net Premium Provisions,-58440000,NA,Chart 4.2,2017
2017Q3,NA,"Marine, Aviation and Transport",Ceded Claims Provisions,7299410000,NA,Chart 4.2,2017
2017Q3,NA,"Marine, Aviation and Transport",Ceded Premium Provisions,-457569000,NA,Chart 4.2,2017
2017Q3,NA,"Marine, Aviation and Transport",Net Claims Provisions,7133531000,NA,Chart 4.2,2017
2017Q3,NA,"Marine, Aviation and Transport",Net Premium Provisions,681209000,NA,Chart 4.2,2017
2017Q3,NA,Medical expense,Ceded Claims Provisions,85059000,NA,Chart 4.2,2017
2017Q3,NA,Medical expense,Ceded Premium Provisions,124593000,NA,Chart 4.2,2017
2017Q3,NA,Medical expense,Net Claims Provisions,785071000,NA,Chart 4.2,2017
2017Q3,NA,Medical expense,Net Premium Provisions,494010000,NA,Chart 4.2,2017
2017Q3,NA,Motor liability,Ceded Claims Provisions,5286896000,NA,Chart 4.2,2017
2017Q3,NA,Motor liability,Ceded Premium Provisions,562773000,NA,Chart 4.2,2017
2017Q3,NA,Motor liability,Net Claims Provisions,12665045000,NA,Chart 4.2,2017
2017Q3,NA,Motor liability,Net Premium Provisions,2076426000,NA,Chart 4.2,2017
2017Q3,NA,Motor other,Ceded Claims Provisions,197947000,NA,Chart 4.2,2017
2017Q3,NA,Motor other,Ceded Premium Provisions,159156000,NA,Chart 4.2,2017
2017Q3,NA,Motor other,Net Claims Provisions,456822000,NA,Chart 4.2,2017
2017Q3,NA,Motor other,Net Premium Provisions,818153000,NA,Chart 4.2,2017
2017Q3,NA,Property,Ceded Claims Provisions,7081881000,NA,Chart 4.2,2017
2017Q3,NA,Property,Ceded Premium Provisions,35762000,NA,Chart 4.2,2017
2017Q3,NA,Property,Net Claims Provisions,11019610000,NA,Chart 4.2,2017
2017Q3,NA,Property,Net Premium Provisions,2470427000,NA,Chart 4.2,2017
2017Q3,NA,Total,Ceded Claims Provisions,46297489000,NA,Chart 4.2,2017
2017Q3,NA,Total,Ceded Premium Provisions,217305000,NA,Chart 4.2,2017
2017Q3,NA,Total,Net Claims Provisions,77810740000,NA,Chart 4.2,2017
2017Q3,NA,Total,Net Premium Provisions,10330342000,NA,Chart 4.2,2017
2017Q4,NA,Assistance,Ceded Claims Provisions,15830000,NA,Chart 4.2,2017
2017Q4,NA,Assistance,Ceded Premium Provisions,4709000,NA,Chart 4.2,2017
2017Q4,NA,Assistance,Net Claims Provisions,156864000,NA,Chart 4.2,2017
2017Q4,NA,Assistance,Net Premium Provisions,40790000,NA,Chart 4.2,2017
2017Q4,NA,Credit,Ceded Claims Provisions,497594000,NA,Chart 4.2,2017
2017Q4,NA,Credit,Ceded Premium Provisions,-19125000,NA,Chart 4.2,2017
2017Q4,NA,Credit,Net Claims Provisions,1163286000,NA,Chart 4.2,2017
2017Q4,NA,Credit,Net Premium Provisions,83782000,NA,Chart 4.2,2017
2017Q4,NA,Financial loss,Ceded Claims Provisions,741059000,NA,Chart 4.2,2017
2017Q4,NA,Financial loss,Ceded Premium Provisions,155855000,NA,Chart 4.2,2017
2017Q4,NA,Financial loss,Net Claims Provisions,1233154000,NA,Chart 4.2,2017
2017Q4,NA,Financial loss,Net Premium Provisions,863432000,NA,Chart 4.2,2017
2017Q4,NA,General liability,Ceded Claims Provisions,17635283000,NA,Chart 4.2,2017
2017Q4,NA,General liability,Ceded Premium Provisions,-344728000,NA,Chart 4.2,2017
2017Q4,NA,General liability,Net Claims Provisions,29086607000,NA,Chart 4.2,2017
2017Q4,NA,General liability,Net Premium Provisions,2334844000,NA,Chart 4.2,2017
2017Q4,NA,Income protection,Ceded Claims Provisions,118067000,NA,Chart 4.2,2017
2017Q4,NA,Income protection,Ceded Premium Provisions,-36260000,NA,Chart 4.2,2017
2017Q4,NA,Income protection,Net Claims Provisions,944576000,NA,Chart 4.2,2017
2017Q4,NA,Income protection,Net Premium Provisions,67838000,NA,Chart 4.2,2017
2017Q4,NA,Legal expenses,Ceded Claims Provisions,203877000,NA,Chart 4.2,2017
2017Q4,NA,Legal expenses,Ceded Premium Provisions,-10899000,NA,Chart 4.2,2017
2017Q4,NA,Legal expenses,Net Claims Provisions,188739000,NA,Chart 4.2,2017
2017Q4,NA,Legal expenses,Net Premium Provisions,-59419000,NA,Chart 4.2,2017
2017Q4,NA,"Marine, Aviation and Transport",Ceded Claims Provisions,6882061000,NA,Chart 4.2,2017
2017Q4,NA,"Marine, Aviation and Transport",Ceded Premium Provisions,-615749000,NA,Chart 4.2,2017
2017Q4,NA,"Marine, Aviation and Transport",Net Claims Provisions,6854843000,NA,Chart 4.2,2017
2017Q4,NA,"Marine, Aviation and Transport",Net Premium Provisions,718211000,NA,Chart 4.2,2017
2017Q4,NA,Medical expense,Ceded Claims Provisions,65614000,NA,Chart 4.2,2017
2017Q4,NA,Medical expense,Ceded Premium Provisions,111717000,NA,Chart 4.2,2017
2017Q4,NA,Medical expense,Net Claims Provisions,725586000,NA,Chart 4.2,2017
2017Q4,NA,Medical expense,Net Premium Provisions,396133000,NA,Chart 4.2,2017
2017Q4,NA,Motor liability,Ceded Claims Provisions,5355092000,NA,Chart 4.2,2017
2017Q4,NA,Motor liability,Ceded Premium Provisions,562629000,NA,Chart 4.2,2017
2017Q4,NA,Motor liability,Net Claims Provisions,12698334000,NA,Chart 4.2,2017
2017Q4,NA,Motor liability,Net Premium Provisions,1991194000,NA,Chart 4.2,2017
2017Q4,NA,Motor other,Ceded Claims Provisions,208822000,NA,Chart 4.2,2017
2017Q4,NA,Motor other,Ceded Premium Provisions,157105000,NA,Chart 4.2,2017
2017Q4,NA,Motor other,Net Claims Provisions,463776000,NA,Chart 4.2,2017
2017Q4,NA,Motor other,Net Premium Provisions,849911000,NA,Chart 4.2,2017
2017Q4,NA,Property,Ceded Claims Provisions,6915419000,NA,Chart 4.2,2017
2017Q4,NA,Property,Ceded Premium Provisions,-263241000,NA,Chart 4.2,2017
2017Q4,NA,Property,Net Claims Provisions,10497375000,NA,Chart 4.2,2017
2017Q4,NA,Property,Net Premium Provisions,2623082000,NA,Chart 4.2,2017
2017Q4,NA,Total,Ceded Claims Provisions,45993677000,NA,Chart 4.2,2017
2017Q4,NA,Total,Ceded Premium Provisions,-997430000,NA,Chart 4.2,2017
2017Q4,NA,Total,Net Claims Provisions,76223912000,NA,Chart 4.2,2017
2017Q4,NA,Total,Net Premium Provisions,10355423000,NA,Chart 4.2,2017
2018Q1,NA,Assistance,Ceded Claims Provisions,11255000,NA,Chart 4.2,2018
2018Q1,NA,Assistance,Ceded Premium Provisions,3874000,NA,Chart 4.2,2018
2018Q1,NA,Assistance,Net Claims Provisions,140895000,NA,Chart 4.2,2018
2018Q1,NA,Assistance,Net Premium Provisions,51123000,NA,Chart 4.2,2018
2018Q1,NA,Credit,Ceded Claims Provisions,648718000,NA,Chart 4.2,2018
2018Q1,NA,Credit,Ceded Premium Provisions,-109417000,NA,Chart 4.2,2018
2018Q1,NA,Credit,Net Claims Provisions,1309349000,NA,Chart 4.2,2018
2018Q1,NA,Credit,Net Premium Provisions,213500000,NA,Chart 4.2,2018
2018Q1,NA,Financial loss,Ceded Claims Provisions,701785000,NA,Chart 4.2,2018
2018Q1,NA,Financial loss,Ceded Premium Provisions,109682000,NA,Chart 4.2,2018
2018Q1,NA,Financial loss,Net Claims Provisions,1093667000,NA,Chart 4.2,2018
2018Q1,NA,Financial loss,Net Premium Provisions,945412000,NA,Chart 4.2,2018
2018Q1,NA,General liability,Ceded Claims Provisions,17729766000,NA,Chart 4.2,2018
2018Q1,NA,General liability,Ceded Premium Provisions,-53205000,NA,Chart 4.2,2018
2018Q1,NA,General liability,Net Claims Provisions,29688470000,NA,Chart 4.2,2018
2018Q1,NA,General liability,Net Premium Provisions,1968142000,NA,Chart 4.2,2018
2018Q1,NA,Income protection,Ceded Claims Provisions,122503000,NA,Chart 4.2,2018
2018Q1,NA,Income protection,Ceded Premium Provisions,-61156000,NA,Chart 4.2,2018
2018Q1,NA,Income protection,Net Claims Provisions,963853000,NA,Chart 4.2,2018
2018Q1,NA,Income protection,Net Premium Provisions,79142000,NA,Chart 4.2,2018
2018Q1,NA,Legal expenses,Ceded Claims Provisions,182363000,NA,Chart 4.2,2018
2018Q1,NA,Legal expenses,Ceded Premium Provisions,-898000,NA,Chart 4.2,2018
2018Q1,NA,Legal expenses,Net Claims Provisions,199674000,NA,Chart 4.2,2018
2018Q1,NA,Legal expenses,Net Premium Provisions,-59158000,NA,Chart 4.2,2018
2018Q1,NA,"Marine, Aviation and Transport",Ceded Claims Provisions,6558630000,NA,Chart 4.2,2018
2018Q1,NA,"Marine, Aviation and Transport",Ceded Premium Provisions,-470723000,NA,Chart 4.2,2018
2018Q1,NA,"Marine, Aviation and Transport",Net Claims Provisions,6499344000,NA,Chart 4.2,2018
2018Q1,NA,"Marine, Aviation and Transport",Net Premium Provisions,285275000,NA,Chart 4.2,2018
2018Q1,NA,Medical expense,Ceded Claims Provisions,67923000,NA,Chart 4.2,2018
2018Q1,NA,Medical expense,Ceded Premium Provisions,122061000,NA,Chart 4.2,2018
2018Q1,NA,Medical expense,Net Claims Provisions,757380000,NA,Chart 4.2,2018
2018Q1,NA,Medical expense,Net Premium Provisions,410316000,NA,Chart 4.2,2018
2018Q1,NA,Motor liability,Ceded Claims Provisions,5169643000,NA,Chart 4.2,2018
2018Q1,NA,Motor liability,Ceded Premium Provisions,587402000,NA,Chart 4.2,2018
2018Q1,NA,Motor liability,Net Claims Provisions,12455511000,NA,Chart 4.2,2018
2018Q1,NA,Motor liability,Net Premium Provisions,2026704000,NA,Chart 4.2,2018
2018Q1,NA,Motor other,Ceded Claims Provisions,189703000,NA,Chart 4.2,2018
2018Q1,NA,Motor other,Ceded Premium Provisions,158747000,NA,Chart 4.2,2018
2018Q1,NA,Motor other,Net Claims Provisions,389163000,NA,Chart 4.2,2018
2018Q1,NA,Motor other,Net Premium Provisions,811455000,NA,Chart 4.2,2018
2018Q1,NA,Property,Ceded Claims Provisions,6920879000,NA,Chart 4.2,2018
2018Q1,NA,Property,Ceded Premium Provisions,-101586000,NA,Chart 4.2,2018
2018Q1,NA,Property,Net Claims Provisions,10543652000,NA,Chart 4.2,2018
2018Q1,NA,Property,Net Premium Provisions,2267712000,NA,Chart 4.2,2018
2018Q1,NA,Total,Ceded Claims Provisions,45038667000,NA,Chart 4.2,2018
2018Q1,NA,Total,Ceded Premium Provisions,-147809000,NA,Chart 4.2,2018
2018Q1,NA,Total,Net Claims Provisions,75606935000,NA,Chart 4.2,2018
2018Q1,NA,Total,Net Premium Provisions,9471089000,NA,Chart 4.2,2018
2018Q2,NA,Assistance,Ceded Claims Provisions,16214000,NA,Chart 4.2,2018
2018Q2,NA,Assistance,Ceded Premium Provisions,4525000,NA,Chart 4.2,2018
2018Q2,NA,Assistance,Net Claims Provisions,144114000,NA,Chart 4.2,2018
2018Q2,NA,Assistance,Net Premium Provisions,70848000,NA,Chart 4.2,2018
2018Q2,NA,Credit,Ceded Claims Provisions,535100000,NA,Chart 4.2,2018
2018Q2,NA,Credit,Ceded Premium Provisions,-59029000,NA,Chart 4.2,2018
2018Q2,NA,Credit,Net Claims Provisions,1278063000,NA,Chart 4.2,2018
2018Q2,NA,Credit,Net Premium Provisions,221022000,NA,Chart 4.2,2018
2018Q2,NA,Financial loss,Ceded Claims Provisions,744791000,NA,Chart 4.2,2018
2018Q2,NA,Financial loss,Ceded Premium Provisions,126903000,NA,Chart 4.2,2018
2018Q2,NA,Financial loss,Net Claims Provisions,1176882000,NA,Chart 4.2,2018
2018Q2,NA,Financial loss,Net Premium Provisions,887834000,NA,Chart 4.2,2018
2018Q2,NA,General liability,Ceded Claims Provisions,17883882000,NA,Chart 4.2,2018
2018Q2,NA,General liability,Ceded Premium Provisions,22733000,NA,Chart 4.2,2018
2018Q2,NA,General liability,Net Claims Provisions,29237938000,NA,Chart 4.2,2018
2018Q2,NA,General liability,Net Premium Provisions,2124228000,NA,Chart 4.2,2018
2018Q2,NA,Income protection,Ceded Claims Provisions,118618000,NA,Chart 4.2,2018
2018Q2,NA,Income protection,Ceded Premium Provisions,-55368000,NA,Chart 4.2,2018
2018Q2,NA,Income protection,Net Claims Provisions,967590000,NA,Chart 4.2,2018
2018Q2,NA,Income protection,Net Premium Provisions,62134000,NA,Chart 4.2,2018
2018Q2,NA,Legal expenses,Ceded Claims Provisions,194155000,NA,Chart 4.2,2018
2018Q2,NA,Legal expenses,Ceded Premium Provisions,-14622000,NA,Chart 4.2,2018
2018Q2,NA,Legal expenses,Net Claims Provisions,205996000,NA,Chart 4.2,2018
2018Q2,NA,Legal expenses,Net Premium Provisions,-48783000,NA,Chart 4.2,2018
2018Q2,NA,"Marine, Aviation and Transport",Ceded Claims Provisions,6644437000,NA,Chart 4.2,2018
2018Q2,NA,"Marine, Aviation and Transport",Ceded Premium Provisions,-164024000,NA,Chart 4.2,2018
2018Q2,NA,"Marine, Aviation and Transport",Net Claims Provisions,6674343000,NA,Chart 4.2,2018
2018Q2,NA,"Marine, Aviation and Transport",Net Premium Provisions,446215000,NA,Chart 4.2,2018
2018Q2,NA,Medical expense,Ceded Claims Provisions,70532000,NA,Chart 4.2,2018
2018Q2,NA,Medical expense,Ceded Premium Provisions,133043000,NA,Chart 4.2,2018
2018Q2,NA,Medical expense,Net Claims Provisions,766381000,NA,Chart 4.2,2018
2018Q2,NA,Medical expense,Net Premium Provisions,479502000,NA,Chart 4.2,2018
2018Q2,NA,Motor liability,Ceded Claims Provisions,5142554000,NA,Chart 4.2,2018
2018Q2,NA,Motor liability,Ceded Premium Provisions,620109000,NA,Chart 4.2,2018
2018Q2,NA,Motor liability,Net Claims Provisions,12255851000,NA,Chart 4.2,2018
2018Q2,NA,Motor liability,Net Premium Provisions,2044334000,NA,Chart 4.2,2018
2018Q2,NA,Motor other,Ceded Claims Provisions,177025000,NA,Chart 4.2,2018
2018Q2,NA,Motor other,Ceded Premium Provisions,161800000,NA,Chart 4.2,2018
2018Q2,NA,Motor other,Net Claims Provisions,363138000,NA,Chart 4.2,2018
2018Q2,NA,Motor other,Net Premium Provisions,862512000,NA,Chart 4.2,2018
2018Q2,NA,Property,Ceded Claims Provisions,6718293000,NA,Chart 4.2,2018
2018Q2,NA,Property,Ceded Premium Provisions,-31502000,NA,Chart 4.2,2018
2018Q2,NA,Property,Net Claims Provisions,10320185000,NA,Chart 4.2,2018
2018Q2,NA,Property,Net Premium Provisions,2300169000,NA,Chart 4.2,2018
2018Q2,NA,Total,Ceded Claims Provisions,44888377000,NA,Chart 4.2,2018
2018Q2,NA,Total,Ceded Premium Provisions,853764000,NA,Chart 4.2,2018
2018Q2,NA,Total,Net Claims Provisions,75257575000,NA,Chart 4.2,2018
2018Q2,NA,Total,Net Premium Provisions,9401129000,NA,Chart 4.2,2018
2018Q3,NA,Assistance,Ceded Claims Provisions,15966000,NA,Chart 4.2,2018
2018Q3,NA,Assistance,Ceded Premium Provisions,5718000,NA,Chart 4.2,2018
2018Q3,NA,Assistance,Net Claims Provisions,141736000,NA,Chart 4.2,2018
2018Q3,NA,Assistance,Net Premium Provisions,93919000,NA,Chart 4.2,2018
2018Q3,NA,Credit,Ceded Claims Provisions,489442000,NA,Chart 4.2,2018
2018Q3,NA,Credit,Ceded Premium Provisions,-162813000,NA,Chart 4.2,2018
2018Q3,NA,Credit,Net Claims Provisions,1302502000,NA,Chart 4.2,2018
2018Q3,NA,Credit,Net Premium Provisions,224360000,NA,Chart 4.2,2018
2018Q3,NA,Financial loss,Ceded Claims Provisions,809433000,NA,Chart 4.2,2018
2018Q3,NA,Financial loss,Ceded Premium Provisions,180346000,NA,Chart 4.2,2018
2018Q3,NA,Financial loss,Net Claims Provisions,1260658000,NA,Chart 4.2,2018
2018Q3,NA,Financial loss,Net Premium Provisions,895249000,NA,Chart 4.2,2018
2018Q3,NA,General liability,Ceded Claims Provisions,17997975000,NA,Chart 4.2,2018
2018Q3,NA,General liability,Ceded Premium Provisions,207103000,NA,Chart 4.2,2018
2018Q3,NA,General liability,Net Claims Provisions,29808731000,NA,Chart 4.2,2018
2018Q3,NA,General liability,Net Premium Provisions,2082224000,NA,Chart 4.2,2018
2018Q3,NA,Income protection,Ceded Claims Provisions,126492000,NA,Chart 4.2,2018
2018Q3,NA,Income protection,Ceded Premium Provisions,-40319000,NA,Chart 4.2,2018
2018Q3,NA,Income protection,Net Claims Provisions,953518000,NA,Chart 4.2,2018
2018Q3,NA,Income protection,Net Premium Provisions,71717000,NA,Chart 4.2,2018
2018Q3,NA,Legal expenses,Ceded Claims Provisions,193854000,NA,Chart 4.2,2018
2018Q3,NA,Legal expenses,Ceded Premium Provisions,-11463000,NA,Chart 4.2,2018
2018Q3,NA,Legal expenses,Net Claims Provisions,218108000,NA,Chart 4.2,2018
2018Q3,NA,Legal expenses,Net Premium Provisions,-61961000,NA,Chart 4.2,2018
2018Q3,NA,"Marine, Aviation and Transport",Ceded Claims Provisions,6610032000,NA,Chart 4.2,2018
2018Q3,NA,"Marine, Aviation and Transport",Ceded Premium Provisions,-78112000,NA,Chart 4.2,2018
2018Q3,NA,"Marine, Aviation and Transport",Net Claims Provisions,6956355000,NA,Chart 4.2,2018
2018Q3,NA,"Marine, Aviation and Transport",Net Premium Provisions,451192000,NA,Chart 4.2,2018
2018Q3,NA,Medical expense,Ceded Claims Provisions,63872000,NA,Chart 4.2,2018
2018Q3,NA,Medical expense,Ceded Premium Provisions,129243000,NA,Chart 4.2,2018
2018Q3,NA,Medical expense,Net Claims Provisions,775272000,NA,Chart 4.2,2018
2018Q3,NA,Medical expense,Net Premium Provisions,511453000,NA,Chart 4.2,2018
2018Q3,NA,Motor liability,Ceded Claims Provisions,5366737000,NA,Chart 4.2,2018
2018Q3,NA,Motor liability,Ceded Premium Provisions,685229000,NA,Chart 4.2,2018
2018Q3,NA,Motor liability,Net Claims Provisions,12108820000,NA,Chart 4.2,2018
2018Q3,NA,Motor liability,Net Premium Provisions,2104820000,NA,Chart 4.2,2018
2018Q3,NA,Motor other,Ceded Claims Provisions,154627000,NA,Chart 4.2,2018
2018Q3,NA,Motor other,Ceded Premium Provisions,180322000,NA,Chart 4.2,2018
2018Q3,NA,Motor other,Net Claims Provisions,324700000,NA,Chart 4.2,2018
2018Q3,NA,Motor other,Net Premium Provisions,931615000,NA,Chart 4.2,2018
2018Q3,NA,Property,Ceded Claims Provisions,6890699000,NA,Chart 4.2,2018
2018Q3,NA,Property,Ceded Premium Provisions,248583000,NA,Chart 4.2,2018
2018Q3,NA,Property,Net Claims Provisions,10668212000,NA,Chart 4.2,2018
2018Q3,NA,Property,Net Premium Provisions,2604405000,NA,Chart 4.2,2018
2018Q3,NA,Total,Ceded Claims Provisions,45413552000,NA,Chart 4.2,2018
2018Q3,NA,Total,Ceded Premium Provisions,1332209000,NA,Chart 4.2,2018
2018Q3,NA,Total,Net Claims Provisions,76800140000,NA,Chart 4.2,2018
2018Q3,NA,Total,Net Premium Provisions,10630263000,NA,Chart 4.2,2018
2018Q4,NA,Assistance,Ceded Claims Provisions,15535000,NA,Chart 4.2,2018
2018Q4,NA,Assistance,Ceded Premium Provisions,6827000,NA,Chart 4.2,2018
2018Q4,NA,Assistance,Net Claims Provisions,116370000,NA,Chart 4.2,2018
2018Q4,NA,Assistance,Net Premium Provisions,58231000,NA,Chart 4.2,2018
2018Q4,NA,Credit,Ceded Claims Provisions,477570000,NA,Chart 4.2,2018
2018Q4,NA,Credit,Ceded Premium Provisions,-284797000,NA,Chart 4.2,2018
2018Q4,NA,Credit,Net Claims Provisions,1320138000,NA,Chart 4.2,2018
2018Q4,NA,Credit,Net Premium Provisions,-86440000,NA,Chart 4.2,2018
2018Q4,NA,Financial loss,Ceded Claims Provisions,491366000,NA,Chart 4.2,2018
2018Q4,NA,Financial loss,Ceded Premium Provisions,213647000,NA,Chart 4.2,2018
2018Q4,NA,Financial loss,Net Claims Provisions,1448424000,NA,Chart 4.2,2018
2018Q4,NA,Financial loss,Net Premium Provisions,862174000,NA,Chart 4.2,2018
2018Q4,NA,General liability,Ceded Claims Provisions,18396807000,NA,Chart 4.2,2018
2018Q4,NA,General liability,Ceded Premium Provisions,415526000,NA,Chart 4.2,2018
2018Q4,NA,General liability,Net Claims Provisions,25009469000,NA,Chart 4.2,2018
2018Q4,NA,General liability,Net Premium Provisions,1732220000,NA,Chart 4.2,2018
2018Q4,NA,Income protection,Ceded Claims Provisions,137135000,NA,Chart 4.2,2018
2018Q4,NA,Income protection,Ceded Premium Provisions,-35699000,NA,Chart 4.2,2018
2018Q4,NA,Income protection,Net Claims Provisions,704161000,NA,Chart 4.2,2018
2018Q4,NA,Income protection,Net Premium Provisions,75148000,NA,Chart 4.2,2018
2018Q4,NA,Legal expenses,Ceded Claims Provisions,193279000,NA,Chart 4.2,2018
2018Q4,NA,Legal expenses,Ceded Premium Provisions,-4746000,NA,Chart 4.2,2018
2018Q4,NA,Legal expenses,Net Claims Provisions,208435000,NA,Chart 4.2,2018
2018Q4,NA,Legal expenses,Net Premium Provisions,-54240000,NA,Chart 4.2,2018
2018Q4,NA,"Marine, Aviation and Transport",Ceded Claims Provisions,6519151000,NA,Chart 4.2,2018
2018Q4,NA,"Marine, Aviation and Transport",Ceded Premium Provisions,-282395000,NA,Chart 4.2,2018
2018Q4,NA,"Marine, Aviation and Transport",Net Claims Provisions,6273319000,NA,Chart 4.2,2018
2018Q4,NA,"Marine, Aviation and Transport",Net Premium Provisions,518298000,NA,Chart 4.2,2018
2018Q4,NA,Medical expense,Ceded Claims Provisions,58070000,NA,Chart 4.2,2018
2018Q4,NA,Medical expense,Ceded Premium Provisions,97782000,NA,Chart 4.2,2018
2018Q4,NA,Medical expense,Net Claims Provisions,751271000,NA,Chart 4.2,2018
2018Q4,NA,Medical expense,Net Premium Provisions,404804000,NA,Chart 4.2,2018
2018Q4,NA,Motor liability,Ceded Claims Provisions,4631793000,NA,Chart 4.2,2018
2018Q4,NA,Motor liability,Ceded Premium Provisions,505209000,NA,Chart 4.2,2018
2018Q4,NA,Motor liability,Net Claims Provisions,11208311000,NA,Chart 4.2,2018
2018Q4,NA,Motor liability,Net Premium Provisions,1953892000,NA,Chart 4.2,2018
2018Q4,NA,Motor other,Ceded Claims Provisions,152794000,NA,Chart 4.2,2018
2018Q4,NA,Motor other,Ceded Premium Provisions,172466000,NA,Chart 4.2,2018
2018Q4,NA,Motor other,Net Claims Provisions,356703000,NA,Chart 4.2,2018
2018Q4,NA,Motor other,Net Premium Provisions,882438000,NA,Chart 4.2,2018
2018Q4,NA,Property,Ceded Claims Provisions,7048606000,NA,Chart 4.2,2018
2018Q4,NA,Property,Ceded Premium Provisions,-106601000,NA,Chart 4.2,2018
2018Q4,NA,Property,Net Claims Provisions,10367856000,NA,Chart 4.2,2018
2018Q4,NA,Property,Net Premium Provisions,2578444000,NA,Chart 4.2,2018
2018Q4,NA,Total,Ceded Claims Provisions,46186530000,NA,Chart 4.2,2018
2018Q4,NA,Total,Ceded Premium Provisions,92959000,NA,Chart 4.2,2018
2018Q4,NA,Total,Net Claims Provisions,70588780000,NA,Chart 4.2,2018
2018Q4,NA,Total,Net Premium Provisions,9250148000,NA,Chart 4.2,2018
2019Q1,NA,Assistance,Ceded Claims Provisions,15267000,NA,Chart 4.2,2019
2019Q1,NA,Assistance,Ceded Premium Provisions,7770000,NA,Chart 4.2,2019
2019Q1,NA,Assistance,Net Claims Provisions,134199000,NA,Chart 4.2,2019
2019Q1,NA,Assistance,Net Premium Provisions,58922000,NA,Chart 4.2,2019
2019Q1,NA,Credit,Ceded Claims Provisions,390476000,NA,Chart 4.2,2019
2019Q1,NA,Credit,Ceded Premium Provisions,-146603000,NA,Chart 4.2,2019
2019Q1,NA,Credit,Net Claims Provisions,1219250000,NA,Chart 4.2,2019
2019Q1,NA,Credit,Net Premium Provisions,148615000,NA,Chart 4.2,2019
2019Q1,NA,Financial loss,Ceded Claims Provisions,292420000,NA,Chart 4.2,2019
